machine_id,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,temp_diff_k,mechanical_power_w,type_H,type_L,type_M,machine_failure
1274,298.1,309.4,1397,48.2,63,11.299999999999955,7051.346598884339,False,True,False,0
1275,298.1,309.5,1530,40.2,65,11.399999999999977,6440.893258389794,True,False,False,0
1276,298.1,309.4,1362,47.6,70,11.299999999999955,6789.107388113686,False,False,True,0
1277,298.2,309.4,1693,34.4,73,11.199999999999989,6098.794762364889,False,False,True,0
1278,298.2,309.4,1408,46.5,76,11.199999999999989,6856.211807194364,False,False,True,0
1279,298.2,309.4,1398,52.9,79,11.199999999999989,7744.465714070342,False,True,False,0
1280,298.3,309.6,1531,40.1,81,11.300000000000011,6429.070398036783,False,False,True,0
1281,298.3,309.5,1521,37.1,84,11.199999999999989,5909.241533622792,True,False,False,0
1282,298.3,309.5,1427,54.3,89,11.199999999999989,8114.325417177468,True,False,False,0
1283,298.3,309.4,1546,36.1,94,11.099999999999966,5844.472365081284,False,True,False,0
1284,298.3,309.4,1356,45.4,96,11.099999999999966,6446.7994525785425,False,True,False,0
1285,298.4,309.5,2153,15.3,98,11.100000000000023,3449.5629814212007,False,True,False,1
1286,298.5,309.6,1492,41.7,100,11.100000000000023,6515.2861724268,False,False,True,0
1287,298.5,309.6,1582,40.3,103,11.100000000000023,6676.36609975186,False,True,False,0
1288,298.5,309.6,1419,41.5,105,11.100000000000023,6166.789299364084,False,True,False,0
1289,298.5,309.6,1441,48.2,107,11.100000000000023,7273.436255542112,False,False,True,0
1290,298.6,309.7,1635,32.2,110,11.099999999999966,5513.180947784728,False,False,True,0
1291,298.6,309.7,1429,45.8,113,11.099999999999966,6853.719477022516,False,True,False,0
1292,298.6,309.7,1675,28.4,115,11.099999999999966,4981.518751042215,False,False,True,0
1293,298.7,309.7,1868,23.8,118,11.0,4655.672761011881,False,False,True,0
1294,298.7,309.8,1582,33.4,121,11.100000000000023,5533.266196816678,True,False,False,0
1295,298.8,309.9,1486,40.3,126,11.099999999999966,6271.22631114492,False,True,False,0
1296,298.7,309.8,1402,54.3,128,11.100000000000023,7972.16834960253,False,True,False,0
1297,298.7,309.9,1621,34.1,130,11.199999999999989,5788.499655969826,False,True,False,0
1298,298.8,309.9,1428,42.4,132,11.099999999999966,6340.487957181063,False,True,False,0
1299,298.7,309.8,1343,53.6,134,11.100000000000023,7538.230628337685,False,False,True,0
1300,298.7,309.9,1458,40.2,137,11.199999999999989,6137.792399171451,False,False,True,0
1301,298.7,309.8,1322,57.0,140,11.100000000000023,7891.052427286842,False,True,False,0
1302,298.7,309.9,1483,32.8,142,11.199999999999989,5093.820216432538,False,True,False,0
1303,298.6,309.8,1505,45.7,144,11.199999999999989,7202.46767749752,False,True,False,0
1304,298.7,309.9,1593,42.5,146,11.199999999999989,7089.789220988765,False,True,False,0
1305,298.8,310.0,2098,19.6,148,11.199999999999989,4306.160106324505,False,True,False,0
1306,298.8,310.0,1672,30.4,150,11.199999999999989,5322.779489026162,False,True,False,0
1307,298.8,310.0,1487,41.4,152,11.199999999999989,6446.73662072547,False,True,False,0
1308,298.8,310.0,1423,42.1,154,11.199999999999989,6273.582505635113,False,True,False,0
1309,298.9,310.1,1750,25.0,156,11.200000000000045,4581.4892864851145,False,True,False,0
1310,298.9,310.2,1654,31.1,158,11.300000000000011,5386.721371502227,False,True,False,0
1311,298.9,310.2,1498,50.2,160,11.300000000000011,7874.8836970963675,False,True,False,0
1312,298.9,310.1,1587,30.2,162,11.200000000000045,5018.945591521981,False,True,False,0
1313,298.9,310.1,1473,42.6,164,11.200000000000045,6571.143689807626,False,True,False,0
1314,298.9,310.2,1359,56.9,166,11.300000000000011,8097.6749761134415,False,True,False,0
1315,299.0,310.3,1635,34.5,168,11.300000000000011,5906.979586912208,False,False,True,0
1316,299.0,310.3,1520,45.0,171,11.300000000000011,7162.831250184728,False,True,False,0
1317,299.0,310.3,1507,36.7,173,11.300000000000011,5791.725024427511,False,True,False,0
1318,299.0,310.3,1428,46.3,175,11.300000000000011,6923.693217393472,False,True,False,0
1319,299.0,310.3,1582,33.3,177,11.300000000000011,5516.699531556748,False,False,True,0
1320,299.0,310.3,1929,24.4,180,11.300000000000011,4928.907546070098,False,True,False,0
1321,299.0,310.3,1540,38.1,182,11.300000000000011,6144.3269118909175,False,False,True,0
1322,298.9,310.2,1362,53.0,185,11.300000000000011,7559.30024306776,False,True,False,0
1323,298.9,310.1,1452,49.9,187,11.200000000000045,7587.448913243925,True,False,False,0
1324,298.9,310.1,1361,51.7,192,11.200000000000045,7368.469433313204,False,True,False,0
1325,298.8,310.1,1243,74.5,194,11.300000000000011,9697.415843223413,False,False,True,1
1326,298.8,310.1,1567,36.8,197,11.300000000000011,6038.727510828252,True,False,False,0
1327,298.9,310.2,1411,46.5,202,11.300000000000011,6870.820213033557,False,True,False,0
1328,298.8,310.2,1814,26.8,204,11.399999999999977,5090.971839093284,False,True,False,0
1329,298.8,310.1,1719,28.8,206,11.300000000000011,5184.381860660021,False,False,True,0
1330,298.8,310.2,1663,30.4,209,11.399999999999977,5294.128164025423,True,False,False,0
1331,298.9,310.2,1696,30.2,214,11.300000000000011,5363.662081424877,False,True,False,0
1332,298.9,310.2,1771,26.8,216,11.300000000000011,4970.292793293388,True,False,False,0
1333,299.0,310.3,1868,24.0,221,11.300000000000011,4694.796061524587,False,True,False,0
1334,299.0,310.3,1558,35.4,223,11.300000000000011,5775.629598065619,False,False,True,0
1335,299.0,310.4,1365,49.1,226,11.399999999999977,7018.475067752277,False,True,False,1
1336,299.0,310.4,1371,53.8,228,11.399999999999977,7724.108193675081,False,True,False,1
1337,298.9,310.3,1583,32.6,230,11.400000000000034,5404.146738754138,False,True,False,0
1338,298.7,310.2,1613,36.0,0,11.5,6080.866740288403,True,False,False,0
1339,298.6,310.1,1721,27.2,5,11.5,4902.057400857417,False,True,False,0
1340,298.6,310.2,1668,31.5,7,11.599999999999966,5502.185373497164,False,False,True,0
1341,298.6,310.2,1569,36.3,10,11.599999999999966,5964.282236913686,False,True,False,0
1342,298.6,310.2,1328,50.5,12,11.599999999999966,7022.925657344863,False,False,True,0
1343,298.6,310.1,1596,33.0,15,11.5,5515.380062642241,False,False,True,0
1344,298.5,310.2,1676,32.7,18,11.699999999999989,5739.187123283978,False,True,False,0
1345,298.5,310.1,1809,28.9,20,11.600000000000023,5474.759269631324,False,True,False,0
1346,298.5,310.0,1804,26.1,22,11.5,4930.666837956109,False,True,False,0
1347,298.6,310.1,1533,33.9,24,11.5,5442.149537887062,False,True,False,0
1348,298.7,310.2,1717,27.3,26,11.5,4908.6442734544435,False,True,False,0
1349,298.7,310.2,1363,45.5,28,11.5,6494.35269337838,False,True,False,0
1350,298.7,310.2,1402,45.9,30,11.5,6738.9047375093205,False,True,False,0
1351,298.7,310.2,1436,47.5,32,11.5,7142.934496711992,False,True,False,0
1352,298.7,310.2,1525,43.7,34,11.5,6978.786280561926,False,True,False,0
1353,298.7,310.2,1598,33.3,36,11.5,5572.494217084502,False,False,True,0
1354,298.6,310.1,1444,48.1,39,11.5,7273.4571994931375,False,False,True,0
1355,298.6,310.0,1334,48.0,42,11.399999999999977,6705.415359822054,False,True,False,0
1356,298.6,310.0,1681,35.5,44,11.399999999999977,6249.203746643257,False,False,True,0
1357,298.6,309.9,1593,37.4,47,11.299999999999955,6239.014514470113,False,True,False,0
1358,298.6,309.9,1461,45.7,49,11.299999999999955,6991.897193902907,False,True,False,0
1359,298.7,310.1,1693,31.9,51,11.400000000000034,5655.568398820928,False,False,True,0
1360,298.7,310.2,1404,50.3,54,11.5,7395.434770256516,False,True,False,0
1361,298.8,310.2,1707,27.6,56,11.399999999999977,4933.682766903555,True,False,False,0
1362,298.6,310.1,1458,41.9,61,11.5,6397.350784211038,False,False,True,0
1363,298.6,310.0,1517,41.2,64,11.399999999999977,6545.026582880783,False,True,False,0
1364,298.7,310.1,1433,54.6,66,11.400000000000034,8193.462136121396,False,True,False,0
1365,298.7,310.2,1566,33.1,68,11.5,5428.1066187255165,False,True,False,0
1366,298.7,310.1,1676,33.5,70,11.400000000000034,5879.595370948417,False,True,False,0
1367,298.7,310.1,1368,56.8,72,11.400000000000034,8136.976300209851,False,False,True,0
1368,298.8,310.2,1581,37.5,75,11.399999999999977,6208.572481656828,False,False,True,0
1369,298.8,310.3,1708,27.1,78,11.5,4847.142361272668,True,False,False,0
1370,298.7,310.3,1481,41.5,83,11.600000000000023,6436.233229286969,False,False,True,0
1371,298.7,310.3,1451,40.0,86,11.600000000000023,6077.934587145053,False,True,False,0
1372,298.7,310.3,1495,38.7,88,11.600000000000023,6058.718512080596,False,False,True,0
1373,298.8,310.3,1573,41.8,91,11.5,6885.470506774796,False,False,True,0
1374,298.8,310.3,1366,59.0,94,11.5,8439.783944113859,False,False,True,0
1375,298.8,310.3,1553,36.8,97,11.5,5984.775892990603,False,True,False,0
1376,298.8,310.3,1528,37.1,99,11.5,5936.437254027369,False,False,True,0
1377,298.8,310.2,1527,31.2,102,11.399999999999977,4989.100461312879,False,False,True,0
1378,298.8,310.2,1461,46.7,105,11.399999999999977,7144.89275613273,False,True,False,0
1379,298.8,310.2,1455,44.9,107,11.399999999999977,6841.289242089812,True,False,False,0
1380,298.7,310.1,1620,34.8,112,11.400000000000034,5903.680914625938,False,True,False,0
1381,298.7,310.1,1786,27.7,114,11.400000000000034,5180.716669230832,False,True,False,0
1382,298.8,310.2,1583,35.7,116,11.399999999999977,5918.037993052845,False,False,True,0
1383,298.8,310.1,1653,30.3,119,11.300000000000011,5244.983182947767,False,True,False,0
1384,298.9,310.2,1331,49.0,121,11.300000000000011,6829.71770914909,False,False,True,0
1385,298.9,310.3,1484,43.8,124,11.400000000000034,6806.700306973788,False,True,False,0
1386,298.9,310.2,1603,36.1,126,11.300000000000011,6059.9542051910075,False,False,True,0
1387,298.9,310.2,1445,40.0,129,11.300000000000011,6052.801845916334,False,True,False,0
1388,298.9,310.1,1823,26.1,131,11.200000000000045,4982.597364519948,False,True,False,0
1389,298.9,310.1,1491,45.3,133,11.200000000000045,7073.013116218596,True,False,False,0
1390,298.9,310.2,1533,42.8,138,11.300000000000011,6870.914460813164,False,True,False,0
1391,298.9,310.2,1409,54.8,140,11.300000000000011,8085.747396005313,False,True,False,0
1392,298.9,310.2,2737,8.8,142,11.300000000000011,2522.2381339100775,False,True,False,1
1393,299.0,310.3,1494,46.6,144,11.300000000000011,7290.631239332762,False,False,True,0
1394,299.1,310.4,1594,33.3,147,11.299999999999955,5558.545545702564,False,True,False,0
1395,299.1,310.4,1527,44.0,149,11.299999999999955,7035.9109069797005,False,True,False,0
1396,299.1,310.4,1452,39.7,151,11.299999999999955,6036.507452019716,False,True,False,0
1397,299.0,310.3,1483,39.2,153,11.300000000000011,6087.7363562242535,False,True,False,0
1398,299.1,310.2,1569,38.2,155,11.099999999999966,6276.462298900904,False,True,False,0
1399,299.1,310.3,1472,46.6,157,11.199999999999989,7183.272546384085,False,True,False,0
1400,299.0,310.2,1533,43.5,159,11.199999999999989,6983.289230032071,False,True,False,0
1401,298.9,310.1,1366,62.7,161,11.200000000000045,8969.058530439643,True,False,False,0
1402,298.9,310.2,1532,37.7,166,11.300000000000011,6048.236064593118,True,False,False,0
1403,298.9,310.1,1313,56.8,171,11.200000000000045,7809.8317852160335,False,False,True,0
1404,299.0,310.2,1372,48.0,174,11.199999999999989,6896.424193160314,False,True,False,0
1405,298.9,310.1,1555,40.6,176,11.200000000000045,6611.27229996948,False,False,True,0
1406,298.9,310.1,1394,42.7,179,11.200000000000045,6233.317759791605,False,True,False,0
1407,298.9,310.1,1442,48.0,181,11.200000000000045,7248.28257036237,False,True,False,0
1408,298.9,310.0,1564,33.8,183,11.100000000000023,5535.821358841597,False,True,False,0
1409,298.9,310.0,1452,48.9,185,11.100000000000023,7435.3958288101785,False,True,False,0
1410,298.9,310.1,1466,42.5,187,11.200000000000045,6524.564342730402,False,True,False,0
1411,298.9,310.1,1469,53.2,189,11.200000000000045,8183.932638405507,False,False,True,0
1412,298.9,310.1,1944,23.4,192,11.200000000000045,4763.659772491274,False,True,False,0
1413,298.8,309.9,1415,53.2,194,11.099999999999966,7883.093725897748,False,False,True,0
1414,298.7,309.8,1528,36.7,197,11.100000000000023,5872.432539698233,False,False,True,0
1415,298.7,309.8,1570,42.1,200,11.100000000000023,6921.661654144152,False,False,True,0
1416,298.7,309.9,1617,33.0,203,11.199999999999989,5587.950852940165,False,True,False,0
1417,298.7,309.9,2083,18.2,205,11.199999999999989,3969.9887484393735,False,False,True,0
1418,298.7,309.9,1541,38.5,208,11.199999999999989,6212.865991616734,False,True,False,0
1419,298.8,309.9,1320,47.4,210,11.099999999999966,6552.105638326872,False,True,False,0
1420,298.7,309.8,1354,53.3,212,11.100000000000023,7557.43623142663,False,True,False,1
1421,298.8,309.9,1495,35.2,214,11.099999999999966,5510.772393416976,False,False,True,0
1422,298.7,309.8,1589,31.8,217,11.100000000000023,5291.510170147432,False,True,False,0
1423,298.7,309.8,1530,35.5,0,11.100000000000023,5687.85349932432,False,True,False,0
1424,298.7,309.8,1539,33.4,2,11.100000000000023,5382.8676845138225,False,True,False,0
1425,298.7,309.7,1462,46.8,4,11.0,7165.093196895312,False,True,False,0
1426,298.6,309.7,1356,54.0,6,11.099999999999966,7667.999348881966,False,True,False,0
1427,298.7,309.7,1622,34.6,8,11.0,5876.9983210214505,False,False,True,0
1428,298.7,309.8,1394,40.3,11,11.100000000000023,5882.96734706327,False,True,False,0
1429,298.8,309.9,1568,33.7,13,11.099999999999966,5533.559412131014,False,True,False,0
1430,298.9,310.0,1456,43.8,15,11.100000000000023,6678.271999295038,False,False,True,0
1431,298.9,310.0,1378,49.3,18,11.100000000000023,7114.178451956133,False,True,False,0
1432,298.9,309.9,1404,41.4,20,11.0,6086.898598183296,False,False,True,0
1433,298.8,309.8,1437,42.8,23,11.0,6440.6419309775065,False,True,False,0
1434,298.8,309.8,1363,44.0,25,11.0,6280.253154036235,False,True,False,0
1435,298.8,309.8,1377,49.6,27,11.0,7152.275498868666,False,False,True,0
1436,298.8,309.9,1526,42.1,30,11.099999999999966,6727.678779760494,True,False,False,0
1437,298.8,309.8,1510,44.2,35,11.0,6989.205896196332,True,False,False,0
1438,298.8,309.9,1439,45.2,40,11.099999999999966,6811.266088297007,True,False,False,1
1439,298.8,309.9,1482,39.1,45,11.099999999999966,6068.111874114829,False,True,False,0
1440,298.8,309.8,1534,37.0,47,11.0,5943.683861081649,False,False,True,0
1441,298.8,309.9,1741,27.7,50,11.099999999999966,5050.183494474176,False,False,True,0
1442,298.8,309.9,1550,38.8,53,11.099999999999966,6297.846072896337,False,True,False,0
1443,298.8,310.0,1486,38.5,55,11.199999999999989,5991.121910150855,False,False,True,0
1444,298.9,310.1,1602,38.2,58,11.200000000000045,6408.472022204747,False,True,False,0
1445,299.0,310.2,1477,37.9,60,11.199999999999989,5862.03386801485,False,True,False,0
1446,299.0,310.1,1618,29.2,62,11.100000000000023,4947.547662481397,False,True,False,0
1447,299.0,310.2,1628,35.8,64,11.199999999999989,6103.318655786058,False,False,True,0
1448,299.0,310.3,1662,33.6,67,11.300000000000011,5847.886229098185,False,False,True,0
1449,299.0,310.3,1657,31.0,70,11.300000000000011,5379.139661231563,False,False,True,0
1450,299.0,310.4,1677,30.8,73,11.399999999999977,5408.942903538618,True,False,False,0
1451,299.0,310.3,1447,39.9,78,11.300000000000011,6046.026477760092,False,False,True,0
1452,298.9,310.4,1831,25.4,81,11.5,4870.243539252064,False,True,False,0
1453,299.0,310.3,1584,34.4,83,11.300000000000011,5706.137568568212,False,True,False,0
1454,299.1,310.4,1450,40.9,85,11.299999999999955,6210.4050773714225,False,True,False,0
1455,299.1,310.4,1428,46.9,87,11.299999999999955,7013.417103579997,False,True,False,0
1456,299.0,310.4,1382,53.0,89,11.399999999999977,7670.3031834946,False,True,False,0
1457,299.0,310.3,1501,43.0,91,11.300000000000011,6758.9271546882,False,True,False,0
1458,299.0,310.3,1475,42.4,93,11.300000000000011,6549.173485183522,False,True,False,0
1459,298.9,310.3,1364,54.0,95,11.400000000000034,7713.238283093659,False,True,False,0
1460,299.0,310.3,1472,36.1,97,11.300000000000011,5564.724011254625,False,True,False,0
1461,299.0,310.3,1437,47.8,99,11.300000000000011,7193.053371512261,False,True,False,0
1462,298.9,310.2,1491,45.1,101,11.300000000000011,7041.785685241914,False,True,False,0
1463,298.9,310.2,1706,27.6,103,11.300000000000011,4930.792501662252,False,True,False,0
1464,298.8,310.1,1607,39.5,105,11.300000000000011,6647.243535853083,False,True,False,0
1465,298.8,310.0,1412,46.3,107,11.199999999999989,6846.116822800829,False,True,False,0
1466,298.7,309.8,1546,40.9,109,11.100000000000023,6621.576723873254,False,True,False,0
1467,298.7,309.8,1365,50.5,111,11.100000000000023,7218.594519785946,False,True,False,0
1468,298.6,309.8,1544,30.2,113,11.199999999999989,4882.956517523591,False,True,False,0
1469,298.6,309.8,1419,44.9,115,11.199999999999989,6672.020229914395,False,False,True,0
1470,298.6,309.8,1497,41.6,118,11.199999999999989,6521.4436940278365,False,True,False,0
1471,298.5,309.7,1437,42.6,120,11.199999999999989,6410.545473356116,False,True,False,0
1472,298.5,309.6,1421,53.6,122,11.100000000000023,7976.042980541958,False,True,False,0
1473,298.5,309.6,1438,44.5,124,11.100000000000023,6701.121849862148,False,False,True,0
1474,298.5,309.5,1315,48.9,127,11.0,6733.846773337042,False,False,True,0
1475,298.5,309.5,1366,61.9,130,11.0,8854.620782044878,False,False,True,0
1476,298.4,309.5,1519,35.4,133,11.100000000000023,5631.053504147417,False,False,True,0
1477,298.4,309.5,1692,28.3,136,11.100000000000023,5014.3588662477405,False,True,False,0
1478,298.3,309.4,1570,35.6,138,11.099999999999966,5852.996553148024,False,True,False,0
1479,298.3,309.4,1568,35.8,140,11.099999999999966,5878.380621789029,False,True,False,0
1480,298.2,309.3,1355,43.8,142,11.100000000000023,6215.012746596687,False,True,False,0
1481,298.2,309.3,2056,18.7,144,11.100000000000023,4026.1813690365825,False,False,True,0
1482,298.2,309.2,1332,60.2,147,11.0,8397.100171927086,False,False,True,0
1483,298.1,309.1,1448,52.5,150,11.0,7960.795784196535,False,False,True,0
1484,298.0,308.9,1578,35.6,153,10.899999999999977,5882.820739406103,False,True,False,0
1485,298.0,309.0,1562,39.2,155,11.0,6412.032493878815,False,False,True,0
1486,298.1,309.0,1976,19.3,158,10.899999999999977,3993.676357047441,False,False,True,0
1487,298.2,309.2,1524,34.6,161,11.0,5521.914575361708,False,False,True,0
1488,298.2,309.1,1429,48.5,164,10.900000000000034,7257.7597082007,False,True,False,0
1489,298.2,309.1,1568,36.3,166,10.900000000000034,5960.480909802842,False,True,False,0
1490,298.2,309.0,1723,26.6,168,10.800000000000011,4799.4948726932225,False,False,True,0
1491,298.2,309.0,1341,43.8,171,10.800000000000011,6150.798592757312,False,True,False,0
1492,298.1,308.9,1353,46.2,173,10.799999999999955,6545.885284872765,False,False,True,0
1493,298.0,308.7,1479,58.5,176,10.699999999999989,9060.510292585643,False,False,True,1
1494,298.0,308.8,1496,44.9,179,10.800000000000011,7034.067839289593,False,True,False,0
1495,298.0,308.7,1377,48.5,181,10.699999999999989,6993.656485788918,False,False,True,0
1496,297.9,308.5,1383,44.6,184,10.600000000000023,6459.30299133983,True,False,False,0
1497,298.0,308.7,1268,69.4,189,10.699999999999989,9215.254674725966,False,True,False,1
1498,298.0,308.7,1629,34.3,191,10.699999999999989,5851.184901384453,False,True,False,0
1499,298.0,308.8,1790,27.2,193,10.800000000000011,5098.595437265994,False,True,False,0
1500,298.1,308.8,2206,16.3,195,10.699999999999989,3765.492010641702,False,False,True,0
1501,298.0,308.7,2101,17.4,198,10.699999999999989,3828.2819758114492,False,False,True,0
1502,298.0,308.7,1436,48.2,201,10.699999999999989,7248.198794558274,False,False,True,0
1503,298.0,308.7,1462,48.2,204,10.699999999999989,7379.433591674233,False,True,False,0
1504,298.0,308.7,1771,26.2,206,10.699999999999989,4859.017581503237,False,True,False,0
1505,298.0,308.7,1506,47.0,208,10.699999999999989,7412.273706879758,False,True,False,0
1506,298.0,308.7,1626,36.7,210,10.699999999999989,6249.0676109616015,False,True,False,0
1507,298.0,308.8,1610,33.7,212,10.800000000000011,5681.77975352738,False,True,False,0
1508,298.0,308.6,1376,55.7,214,10.600000000000023,8026.057135587107,False,False,True,0
1509,298.0,308.6,1507,37.3,217,10.600000000000023,5886.412627006707,False,False,True,0
1510,298.0,308.5,1429,37.7,220,10.5,5641.598783487967,False,True,False,1
1511,298.1,308.7,1547,38.9,0,10.599999999999966,6301.856839517421,False,False,True,0
1512,298.1,308.7,1642,30.3,3,10.599999999999966,5210.080088566384,False,True,False,0
1513,298.0,308.7,1503,36.3,5,10.699999999999989,5713.394647598005,True,False,False,0
1514,298.1,308.7,1568,32.9,10,10.599999999999966,5402.198951308912,False,True,False,0
1515,298.1,308.8,1628,37.6,12,10.699999999999989,6410.18942618871,False,False,True,0
1516,298.2,308.9,1614,35.5,15,10.699999999999989,6000.1278090911455,False,False,True,0
1517,298.2,308.9,1278,54.0,18,10.699999999999989,7226.91974031796,False,True,False,0
1518,298.2,308.9,1408,38.8,20,10.699999999999989,5720.88211008906,False,False,True,0
1519,298.2,309.0,1371,55.7,23,10.800000000000011,7996.892683786282,True,False,False,0
1520,298.2,308.9,1512,38.5,28,10.699999999999989,6095.946385025634,False,False,True,0
1521,298.3,309.1,1472,40.1,31,10.800000000000011,6181.313929399182,False,True,False,0
1522,298.2,308.9,1585,34.3,33,10.699999999999989,5693.141846957862,False,False,True,0
1523,298.2,309.0,1562,37.7,36,10.800000000000011,6166.674107633453,True,False,False,0
1524,298.3,309.0,1519,36.9,41,10.699999999999989,5869.657466187561,False,True,False,0
1525,298.2,309.0,1601,35.8,43,10.800000000000011,6002.096540487395,False,True,False,0
1526,298.2,309.0,2449,13.8,45,10.800000000000011,3539.129787975046,False,True,False,0
1527,298.1,309.0,1787,27.6,47,10.899999999999977,5164.903986207763,False,True,False,0
1528,298.1,309.1,1425,44.5,49,11.0,6640.541471525425,True,False,False,0
1529,298.1,309.0,1559,34.0,54,10.899999999999977,5550.775339872685,False,True,False,0
1530,298.1,309.0,1557,36.0,56,10.899999999999977,5869.751713967169,False,True,False,0
1531,298.1,309.0,1497,40.5,58,10.899999999999977,6349.0016732722925,False,True,False,0
1532,298.1,309.0,1438,41.4,60,10.899999999999977,6234.3021254897285,True,False,False,0
1533,298.1,308.9,1417,39.2,65,10.799999999999955,5816.805405778669,False,False,True,0
1534,298.0,308.9,1339,51.4,68,10.899999999999977,7207.2952582085345,False,False,True,0
1535,298.0,308.8,1757,29.1,71,10.800000000000011,5354.184943586549,False,True,False,0
1536,298.0,308.8,1581,36.1,73,10.800000000000011,5976.7857756749745,False,True,False,0
1537,298.2,308.9,1326,54.4,75,10.699999999999989,7553.8967037035845,False,False,True,0
1538,298.4,309.1,1467,39.6,78,10.700000000000045,6083.505678117419,False,False,True,0
1539,298.4,309.1,1798,29.6,81,10.700000000000045,5573.269143272389,False,True,False,0
1540,298.5,309.2,1449,46.4,83,10.699999999999989,7040.6861278131555,False,False,True,0
1541,298.4,309.1,1525,39.3,86,10.700000000000045,6276.1167237090085,False,False,True,0
1542,298.4,309.0,2304,15.1,89,10.600000000000023,3643.242168515011,False,True,False,0
1543,298.3,308.9,1379,54.7,91,10.599999999999966,7899.147264357592,False,True,False,0
1544,298.4,308.9,1628,34.9,93,10.5,5949.883270584733,False,True,False,0
1545,298.4,309.0,1474,52.7,95,10.600000000000023,8134.609633744147,False,True,False,0
1546,298.4,309.0,1544,38.8,97,10.600000000000023,6273.467313904482,False,False,True,0
1547,298.4,308.9,1391,48.4,100,10.5,7050.194681578021,False,True,False,0
1548,298.3,308.9,1348,55.5,102,10.599999999999966,7834.503759522226,False,True,False,0
1549,298.3,308.8,1349,52.1,104,10.5,7360.008077099536,False,False,True,0
1550,298.4,308.9,1706,29.5,107,10.5,5270.231115907117,False,True,False,0
1551,298.4,308.9,1638,32.4,109,10.5,5557.603067906487,False,True,False,0
1552,298.4,308.8,1458,40.1,111,10.400000000000034,6122.524258875004,False,True,False,0
1553,298.5,308.9,1781,27.8,113,10.399999999999977,5184.86357153357,False,True,False,0
1554,298.5,308.8,1332,59.1,115,10.300000000000011,8243.66478672576,False,True,False,0
1555,298.4,308.7,1584,31.7,117,10.300000000000011,5258.272119872451,False,False,True,0
1556,298.4,308.6,1491,42.0,120,10.200000000000045,6557.760505103334,False,True,False,0
1557,298.4,308.5,1398,47.1,122,10.100000000000023,6895.356051658094,True,False,False,0
1558,298.3,308.4,1585,30.6,127,10.099999999999966,5079.012843058618,False,True,False,0
1559,298.2,308.3,1476,43.5,129,10.100000000000023,6723.636597212875,False,False,True,0
1560,298.2,308.3,1458,41.8,132,10.100000000000023,6382.082643914592,False,True,False,0
1561,298.2,308.4,1510,39.9,134,10.199999999999989,6309.260526204382,False,False,True,0
1562,298.2,308.4,1388,53.8,137,10.199999999999989,7819.88488170752,False,True,False,0
1563,298.2,308.3,2216,16.8,139,10.100000000000023,3898.59081939879,False,True,False,0
1564,298.2,308.3,1402,51.0,141,10.100000000000023,7487.671930565913,False,True,False,0
1565,298.0,308.2,2090,19.0,143,10.199999999999989,4158.42147580169,False,False,True,0
1566,298.0,308.2,1459,42.1,146,10.199999999999989,6432.29576649447,False,True,False,0
1567,298.0,308.1,1403,44.8,148,10.100000000000023,6582.097376193142,False,False,True,0
1568,298.1,308.2,1521,39.3,151,10.099999999999966,6259.654778204198,False,True,False,0
1569,298.2,308.2,1407,47.1,153,10.0,6939.746755853316,False,True,False,0
1570,298.1,308.2,1654,35.3,155,10.099999999999966,6114.188566367478,False,False,True,0
1571,298.2,308.4,1452,43.5,158,10.199999999999989,6614.30917286795,False,True,False,0
1572,298.3,308.4,1528,37.3,160,10.099999999999966,5968.439611191936,False,True,False,0
1573,298.2,308.3,1230,59.6,162,10.100000000000023,7676.795808312018,False,True,False,0
1574,298.2,308.2,1466,42.4,164,10.0,6509.21242662986,False,True,False,0
1575,298.2,308.2,1478,50.1,166,10.0,7754.267483149542,False,True,False,0
1576,298.2,308.3,2057,18.0,168,10.100000000000023,3877.3536530605224,False,True,False,0
1577,298.3,308.4,1490,41.7,170,10.099999999999966,6506.552544849821,False,True,False,0
1578,298.3,308.4,1484,43.4,172,10.099999999999966,6744.538660334759,False,True,False,0
1579,298.3,308.4,1593,37.0,174,10.099999999999966,6172.287086507867,False,True,False,0
1580,298.3,308.3,1444,43.8,176,10.0,6623.2312960041445,False,True,False,0
1581,298.3,308.4,1444,47.5,178,10.099999999999966,7182.728003657463,False,False,True,0
1582,298.2,308.3,1560,33.0,181,10.100000000000023,5390.972993560084,False,False,True,0
1583,298.1,308.3,1530,42.0,184,10.199999999999989,6729.291463989337,True,False,False,0
1584,298.2,308.4,1310,61.0,189,10.199999999999989,8368.155631612011,False,True,False,1
1585,298.2,308.3,1639,33.3,191,10.100000000000023,5715.468098749374,False,False,True,0
1586,298.2,308.3,1400,48.7,194,10.100000000000023,7139.792904058403,False,True,False,0
1587,298.3,308.4,1486,44.2,196,10.099999999999966,6878.119179965397,False,False,True,0
1588,298.2,308.3,1448,43.3,199,10.100000000000023,6565.761094394476,False,False,True,0
1589,298.2,308.3,1688,32.0,202,10.100000000000023,5656.542292543542,False,True,False,0
1590,298.1,308.3,1453,41.5,204,10.199999999999989,6314.5488738379245,False,False,True,0
1591,298.2,308.4,1497,37.7,207,10.199999999999989,5910.058347712727,False,True,False,0
1592,298.2,308.4,1355,49.4,209,10.199999999999989,7009.626248444666,False,True,False,0
